,concurso,first,sec,thi,for,fif,six,labels_first,labels_sec,labels_thi,labels_for,labels_fif,labels_six
0,7.675546002537848,3.6109179126442243,3.784189633918261,0.6931471805599453,3.295836866004329,1.791759469228055,3.8501476017100584,7,11,9,13,13,13
1,7.675081857716334,3.970291913552122,3.713572066704308,3.8501476017100584,3.912023005428146,1.9459101490553132,3.2188758248682006,1,1,0,6,1,1
2,7.674617497364363,2.5649493574615367,3.332204510175204,3.4339872044851463,2.0794415416798357,3.4965075614664802,3.4657359027997265,2,4,3,1,2,9
3,7.674152921281675,3.8918202981106265,3.58351893845611,3.367295829986474,3.258096538021482,4.07753744390572,3.912023005428146,0,5,5,4,11,3
4,7.67368812926773,3.58351893845611,3.6375861597263857,0.6931471805599453,3.367295829986474,2.6390573296152584,2.8903717578961645,7,11,9,13,13,13
5,7.673223121121708,3.6375861597263857,3.1780538303479458,3.1354942159291497,3.258096538021482,3.7376696182833684,3.8918202981106265,0,5,5,4,11,3
6,7.67275789664251,3.044522437723423,3.871201010907891,3.828641396489095,3.1354942159291497,3.784189633918261,3.6109179126442243,6,0,7,0,7,5
7,7.672292455628756,4.07753744390572,3.4965075614664802,2.0794415416798357,4.060443010546419,3.4657359027997265,2.70805020110221,1,1,0,6,1,1
8,7.671826797878781,3.8918202981106265,3.7376696182833684,2.833213344056216,2.9444389791664403,3.6109179126442243,3.713572066704308,0,5,5,4,11,3
9,7.671360923190644,3.6635616461296463,3.7376696182833684,2.772588722239781,2.8903717578961645,3.784189633918261,3.4339872044851463,0,5,5,4,11,3
10,7.6708948313621175,1.791759469228055,4.07753744390572,3.332204510175204,2.0794415416798357,3.9318256327243257,3.970291913552122,14,7,1,7,10,12
11,7.670428522190693,3.044522437723423,3.4965075614664802,4.007333185232471,2.772588722239781,1.9459101490553132,4.0943445622221,6,0,7,0,7,5
12,7.669961995473577,2.4849066497880004,4.060443010546419,3.5553480614894135,3.9318256327243257,0.6931471805599453,4.04305126783455,2,4,3,1,2,9
13,7.669495251007694,3.784189633918261,3.912023005428146,3.9512437185814275,4.04305126783455,1.9459101490553132,3.6888794541139363,0,5,5,4,11,3
14,7.669028288589683,2.302585092994046,2.9444389791664403,2.3978952727983707,3.6109179126442243,3.713572066704308,2.833213344056216,8,3,6,15,9,10
15,7.668561108015897,2.995732273553991,3.9889840465642745,3.58351893845611,2.833213344056216,3.7376696182833684,3.258096538021482,6,0,7,0,7,5
16,7.668093709082406,4.060443010546419,3.367295829986474,3.1354942159291497,3.713572066704308,2.6390573296152584,4.04305126783455,1,1,0,6,1,1
17,7.6676260915849905,3.4011973816621555,3.5263605246161616,1.3862943611198906,3.044522437723423,2.5649493574615367,2.6390573296152584,4,13,11,2,4,6
18,7.667158255319148,0.6931471805599453,0.0,3.8918202981106265,2.3978952727983707,2.4849066497880004,3.5263605246161616,20,14,10,18,20,20
19,7.666690200080086,3.5553480614894135,3.091042453358316,2.3978952727983707,0.0,3.4011973816621555,2.0794415416798357,0,5,5,4,11,3
20,7.666221925662725,3.1354942159291497,3.871201010907891,4.07753744390572,3.332204510175204,3.6888794541139363,2.1972245773362196,6,0,7,0,7,5
21,7.665753431861699,3.9889840465642745,1.791759469228055,3.828641396489095,3.044522437723423,4.07753744390572,3.5263605246161616,1,1,0,6,1,1
22,7.665284718471351,3.258096538021482,2.995732273553991,2.9444389791664403,3.9318256327243257,3.9512437185814275,4.04305126783455,10,6,8,5,0,2
23,7.664815785285735,1.6094379124341003,4.0943445622221,2.8903717578961645,3.6635616461296463,3.5553480614894135,3.4011973816621555,3,9,2,10,5,7
24,7.664346632098617,3.332204510175204,2.8903717578961645,2.995732273553991,1.791759469228055,0.6931471805599453,1.0986122886681098,10,6,8,5,0,2
25,7.6638772587034705,2.5649493574615367,3.970291913552122,2.772588722239781,3.58351893845611,4.007333185232471,3.9889840465642745,8,3,6,15,9,10
26,7.663407664893479,4.0943445622221,3.828641396489095,2.4849066497880004,1.791759469228055,3.4657359027997265,3.4339872044851463,1,1,0,6,1,1
27,7.662937850461535,3.1780538303479458,4.007333185232471,3.828641396489095,2.772588722239781,2.3978952727983707,3.9889840465642745,10,6,8,5,0,2
28,7.6624678152002375,1.9459101490553132,3.828641396489095,3.332204510175204,3.4011973816621555,3.784189633918261,0.0,14,7,1,7,10,12
29,7.661997558901893,4.060443010546419,3.6635616461296463,3.295836866004329,1.9459101490553132,3.1780538303479458,2.4849066497880004,1,1,0,6,1,1
30,7.661527081358517,3.784189633918261,0.0,3.4339872044851463,3.970291913552122,3.828641396489095,4.060443010546419,13,2,14,14,17,0
31,7.66105638236183,3.4339872044851463,2.995732273553991,3.8501476017100584,3.7612001156935624,0.6931471805599453,2.3978952727983707,10,6,8,5,0,2
32,7.660585461703256,3.8501476017100584,4.07753744390572,2.6390573296152584,4.02535169073515,3.912023005428146,2.70805020110221,0,5,5,4,11,3
33,7.660114319173928,3.295836866004329,3.044522437723423,1.0986122886681098,2.3978952727983707,2.70805020110221,3.8918202981106265,4,13,11,2,4,6
34,7.659642954564682,3.6109179126442243,2.0794415416798357,2.833213344056216,3.367295829986474,2.302585092994046,3.6888794541139363,0,5,5,4,11,3
35,7.659171367666058,3.6375861597263857,3.713572066704308,2.995732273553991,3.1780538303479458,3.2188758248682006,2.5649493574615367,0,5,5,4,11,3
36,7.6586995582682995,3.7376696182833684,3.8918202981106265,3.258096538021482,3.4339872044851463,2.9444389791664403,3.044522437723423,0,5,5,4,11,3
37,7.658227526161352,3.713572066704308,2.3978952727983707,2.4849066497880004,3.828641396489095,2.995732273553991,3.6888794541139363,0,5,5,4,11,3
38,7.6577552711348655,3.332204510175204,3.7612001156935624,1.3862943611198906,3.367295829986474,3.9512437185814275,3.4011973816621555,4,13,11,2,4,6
39,7.65728279297819,3.044522437723423,2.9444389791664403,0.0,2.1972245773362196,3.5263605246161616,3.9889840465642745,19,15,19,19,19,19
40,7.656810091480378,2.9444389791664403,3.6888794541139363,3.5553480614894135,3.784189633918261,3.295836866004329,1.3862943611198906,6,0,7,0,7,5
41,7.656337166430183,3.5553480614894135,2.833213344056216,3.4011973816621555,3.2188758248682006,3.7376696182833684,4.04305126783455,0,5,5,4,11,3
42,7.655864017616056,2.3978952727983707,3.044522437723423,3.828641396489095,2.6390573296152584,3.2188758248682006,3.912023005428146,2,4,3,1,2,9
43,7.655390644826152,2.833213344056216,3.828641396489095,3.7612001156935624,3.970291913552122,3.9512437185814275,3.6635616461296463,6,0,7,0,7,5
44,7.65491704784832,3.9889840465642745,3.713572066704308,0.0,3.828641396489095,4.060443010546419,3.784189633918261,12,17,4,11,6,4
45,7.6544432264701125,3.2188758248682006,3.4965075614664802,2.302585092994046,2.4849066497880004,2.8903717578961645,1.6094379124341003,4,13,11,2,4,6
46,7.653969180478774,1.3862943611198906,2.772588722239781,3.784189633918261,3.8918202981106265,2.4849066497880004,3.5263605246161616,3,9,2,10,5,7
47,7.653494909661253,3.784189633918261,4.07753744390572,3.367295829986474,2.9444389791664403,3.713572066704308,3.091042453358316,0,5,5,4,11,3
48,7.653020413804189,3.912023005428146,3.784189633918261,4.0943445622221,3.6375861597263857,4.02535169073515,2.0794415416798357,1,1,0,6,1,1
49,7.652545692693921,3.295836866004329,1.0986122886681098,3.6635616461296463,3.6888794541139363,3.58351893845611,3.7612001156935624,5,12,17,17,16,15
50,7.652070746116482,2.772588722239781,3.828641396489095,2.5649493574615367,2.3978952727983707,3.1780538303479458,3.4339872044851463,9,16,12,8,12,8
51,7.651595573857601,2.4849066497880004,3.8066624897703196,2.302585092994046,4.02535169073515,0.6931471805599453,3.295836866004329,8,3,6,15,9,10
52,7.6511201757027,2.5649493574615367,3.6888794541139363,3.912023005428146,3.828641396489095,1.0986122886681098,3.784189633918261,2,4,3,1,2,9
53,7.650644551436897,1.791759469228055,1.3862943611198906,2.833213344056216,4.04305126783455,3.5263605246161616,3.9318256327243257,18,10,16,16,14,11
54,7.650168700845001,4.060443010546419,4.02535169073515,2.8903717578961645,2.0794415416798357,0.6931471805599453,3.6109179126442243,1,1,0,6,1,1
55,7.649692623711514,0.0,3.5553480614894135,2.5649493574615367,2.3978952727983707,2.302585092994046,3.8918202981106265,11,19,15,20,3,14
56,7.649216319820633,3.4011973816621555,2.70805020110221,1.6094379124341003,4.060443010546419,2.995732273553991,3.295836866004329,4,13,11,2,4,6
57,7.6487397889562425,0.6931471805599453,3.6375861597263857,3.295836866004329,4.0943445622221,2.8903717578961645,2.0794415416798357,17,18,10,3,15,18
58,7.64826303090192,3.9318256327243257,3.332204510175204,3.1780538303479458,3.8918202981106265,2.1972245773362196,3.8066624897703196,1,1,0,6,1,1
59,7.647786045440933,2.3978952727983707,3.9318256327243257,1.791759469228055,3.1780538303479458,2.5649493574615367,2.9444389791664403,8,3,6,15,9,10
60,7.647308832356238,3.8918202981106265,3.367295829986474,4.02535169073515,3.7612001156935624,3.5553480614894135,2.772588722239781,1,1,0,6,1,1
61,7.646831391430482,1.3862943611198906,3.4965075614664802,2.772588722239781,3.784189633918261,2.9444389791664403,3.4339872044851463,3,9,2,10,5,7
62,7.646353722445999,3.9889840465642745,3.5263605246161616,3.9512437185814275,2.0794415416798357,2.6390573296152584,3.295836866004329,1,1,0,6,1,1
63,7.645875825184813,2.5649493574615367,2.833213344056216,3.295836866004329,2.3978952727983707,2.70805020110221,3.091042453358316,2,4,3,1,2,9
64,7.645397699428633,2.4849066497880004,2.3978952727983707,2.302585092994046,4.07753744390572,3.6375861597263857,3.6109179126442243,8,3,6,15,9,10
65,7.644919344958857,2.3978952727983707,2.0794415416798357,2.8903717578961645,3.6888794541139363,3.6109179126442243,3.9318256327243257,2,4,3,1,2,9
66,7.644440761556566,3.6375861597263857,3.871201010907891,1.6094379124341003,3.8918202981106265,2.302585092994046,3.4657359027997265,7,11,9,13,13,13
67,7.643961949002529,3.1780538303479458,1.0986122886681098,3.295836866004329,3.6375861597263857,2.6390573296152584,4.02535169073515,5,12,17,17,16,15
68,7.643482907077201,2.9444389791664403,2.8903717578961645,3.970291913552122,3.5263605246161616,0.6931471805599453,3.1354942159291497,6,0,7,0,7,5
69,7.643003635560718,1.3862943611198906,3.970291913552122,3.5553480614894135,3.7612001156935624,3.8501476017100584,3.828641396489095,3,9,2,10,5,7
70,7.642524134232902,3.2188758248682006,3.8918202981106265,2.4849066497880004,3.044522437723423,3.6375861597263857,3.6109179126442243,10,6,8,5,0,2
71,7.642044402873258,2.995732273553991,3.6109179126442243,3.258096538021482,1.9459101490553132,3.6635616461296463,3.6375861597263857,6,0,7,0,7,5
72,7.641564441260972,4.02535169073515,3.4965075614664802,0.0,2.9444389791664403,2.8903717578961645,4.0943445622221,12,17,4,11,6,4
73,7.641084249174914,3.2188758248682006,3.4965075614664802,3.7376696182833684,3.8918202981106265,1.791759469228055,3.871201010907891,10,6,8,5,0,2
74,7.640603826393634,3.6888794541139363,3.7376696182833684,2.5649493574615367,2.8903717578961645,3.5553480614894135,3.713572066704308,0,5,5,4,11,3
75,7.640123172695364,4.060443010546419,4.007333185232471,3.828641396489095,3.091042453358316,3.6888794541139363,2.302585092994046,1,1,0,6,1,1
76,7.639642287858013,4.007333185232471,3.6109179126442243,4.060443010546419,2.6390573296152584,0.6931471805599453,0.0,1,1,0,6,1,1
77,7.639161171659173,3.4011973816621555,3.58351893845611,0.6931471805599453,2.3978952727983707,3.6635616461296463,2.70805020110221,4,13,11,2,4,6
78,7.638679823876112,3.6109179126442243,2.5649493574615367,2.772588722239781,3.258096538021482,3.6635616461296463,3.5553480614894135,0,5,5,4,11,3
79,7.638198244285779,1.791759469228055,2.70805020110221,3.7612001156935624,1.6094379124341003,2.4849066497880004,3.091042453358316,14,7,1,7,10,12
80,7.637716432664798,1.9459101490553132,2.1972245773362196,3.1354942159291497,3.4965075614664802,4.04305126783455,4.07753744390572,14,7,1,7,10,12
81,7.637234388789473,3.7376696182833684,2.0794415416798357,2.8903717578961645,3.6109179126442243,4.060443010546419,3.1354942159291497,0,5,5,4,11,3
82,7.636752112435779,4.007333185232471,2.4849066497880004,2.70805020110221,3.4011973816621555,3.9512437185814275,2.8903717578961645,1,1,0,6,1,1
83,7.6362696033793735,3.091042453358316,2.5649493574615367,2.302585092994046,2.995732273553991,2.4849066497880004,3.9889840465642745,9,16,12,8,12,8
84,7.635786861395585,3.5553480614894135,3.828641396489095,3.5263605246161616,4.0943445622221,3.1780538303479458,3.4965075614664802,0,5,5,4,11,3
85,7.635303886259415,1.6094379124341003,3.258096538021482,3.7376696182833684,3.295836866004329,3.871201010907891,3.5263605246161616,3,9,2,10,5,7
86,7.634820677745543,3.6888794541139363,1.0986122886681098,3.871201010907891,2.833213344056216,3.5263605246161616,3.5553480614894135,13,2,14,14,17,0
87,7.63433723562832,1.6094379124341003,3.8501476017100584,3.6888794541139363,2.1972245773362196,3.7376696182833684,1.0986122886681098,3,9,2,10,5,7
88,7.633853559681768,4.07753744390572,0.6931471805599453,2.3978952727983707,3.4657359027997265,3.258096538021482,2.5649493574615367,1,1,0,6,1,1
89,7.633369649679584,3.295836866004329,4.007333185232471,3.5553480614894135,1.791759469228055,3.2188758248682006,3.8066624897703196,10,6,8,5,0,2
90,7.632885505395133,1.3862943611198906,2.3978952727983707,3.7612001156935624,2.995732273553991,3.4011973816621555,3.6109179126442243,3,9,2,10,5,7
91,7.6324011266014535,4.007333185232471,3.970291913552122,2.6390573296152584,2.302585092994046,3.58351893845611,4.0943445622221,1,1,0,6,1,1
92,7.631916513071252,2.302585092994046,2.9444389791664403,3.367295829986474,3.1780538303479458,1.791759469228055,3.2188758248682006,2,4,3,1,2,9
93,7.631431664576906,2.0794415416798357,2.70805020110221,3.5263605246161616,3.2188758248682006,2.302585092994046,3.1354942159291497,14,7,1,7,10,12
94,7.630946580890459,3.4965075614664802,3.8066624897703196,3.784189633918261,3.6888794541139363,3.58351893845611,3.9889840465642745,0,5,5,4,11,3
95,7.630461261783627,2.3978952727983707,3.6635616461296463,3.713572066704308,2.1972245773362196,3.2188758248682006,2.0794415416798357,2,4,3,1,2,9
96,7.629975707027789,1.6094379124341003,1.3862943611198906,3.58351893845611,4.02535169073515,3.6888794541139363,3.784189633918261,3,9,2,10,5,7
97,7.629489916393995,2.9444389791664403,1.3862943611198906,3.1354942159291497,3.367295829986474,4.07753744390572,4.02535169073515,6,0,7,0,7,5
98,7.6290038896529575,3.6109179126442243,3.6375861597263857,2.995732273553991,2.5649493574615367,2.302585092994046,3.9889840465642745,0,5,5,4,11,3
99,7.628517626575055,3.367295829986474,3.8501476017100584,3.091042453358316,3.58351893845611,3.5263605246161616,2.8903717578961645,10,6,8,5,0,2
100,7.628031126930335,3.970291913552122,3.7612001156935624,3.828641396489095,3.2188758248682006,3.5553480614894135,1.791759469228055,1,1,0,6,1,1
101,7.627544390488503,3.6635616461296463,1.3862943611198906,1.9459101490553132,2.4849066497880004,3.258096538021482,3.091042453358316,16,8,13,9,8,16
102,7.627057417018934,2.4849066497880004,3.295836866004329,3.6888794541139363,3.6109179126442243,3.091042453358316,4.007333185232471,2,4,3,1,2,9
103,7.62657020629066,4.04305126783455,3.912023005428146,4.02535169073515,3.9318256327243257,4.060443010546419,4.07753744390572,1,1,0,6,1,1
104,7.62608275807238,3.6109179126442243,1.6094379124341003,3.784189633918261,0.0,3.970291913552122,1.791759469228055,13,2,14,14,17,0
105,7.6255950721324535,3.4965075614664802,3.912023005428146,3.6375861597263857,3.4657359027997265,2.0794415416798357,3.4339872044851463,0,5,5,4,11,3
106,7.6251071482389,2.9444389791664403,2.302585092994046,3.295836866004329,3.4339872044851463,3.9318256327243257,3.970291913552122,6,0,7,0,7,5
107,7.6246189861593985,2.302585092994046,3.6635616461296463,3.6375861597263857,3.5553480614894135,3.258096538021482,2.9444389791664403,2,4,3,1,2,9
108,7.624130585661289,2.8903717578961645,2.9444389791664403,3.784189633918261,3.9889840465642745,0.0,3.367295829986474,6,0,7,0,7,5
109,7.6236419465115715,3.295836866004329,2.3978952727983707,1.791759469228055,3.332204510175204,3.828641396489095,1.0986122886681098,4,13,11,2,4,6
110,7.623153068476902,3.295836866004329,3.828641396489095,2.70805020110221,3.2188758248682006,3.912023005428146,3.8066624897703196,10,6,8,5,0,2
111,7.622663951323595,2.6390573296152584,1.9459101490553132,4.0943445622221,3.9889840465642745,3.8501476017100584,4.02535169073515,2,4,3,1,2,9
112,7.622174594817622,3.970291913552122,4.060443010546419,3.044522437723423,3.6375861597263857,4.04305126783455,4.02535169073515,1,1,0,6,1,1
113,7.621684998724611,3.4965075614664802,3.4657359027997265,3.091042453358316,3.367295829986474,3.5553480614894135,2.6390573296152584,0,5,5,4,11,3
114,7.621195162809845,2.302585092994046,2.4849066497880004,3.9889840465642745,3.7376696182833684,3.091042453358316,3.2188758248682006,2,4,3,1,2,9
115,7.620705086838262,4.02535169073515,4.060443010546419,3.9889840465642745,1.791759469228055,3.713572066704308,2.1972245773362196,1,1,0,6,1,1
116,7.620214770574455,3.332204510175204,3.091042453358316,1.791759469228055,3.4339872044851463,3.784189633918261,2.4849066497880004,4,13,11,2,4,6
117,7.61972421378267,3.258096538021482,3.5553480614894135,3.6888794541139363,3.2188758248682006,1.791759469228055,3.6375861597263857,10,6,8,5,0,2
118,7.619233416226805,4.0943445622221,3.4011973816621555,2.6390573296152584,3.8066624897703196,3.1354942159291497,2.772588722239781,1,1,0,6,1,1
119,7.618742377670413,3.1354942159291497,4.060443010546419,2.0794415416798357,2.9444389791664403,3.295836866004329,1.9459101490553132,4,13,11,2,4,6
120,7.618251097876695,3.9512437185814275,3.5553480614894135,3.8918202981106265,3.4011973816621555,3.6375861597263857,3.58351893845611,1,1,0,6,1,1
121,7.617759576608505,1.9459101490553132,4.02535169073515,3.091042453358316,2.5649493574615367,1.791759469228055,2.833213344056216,14,7,1,7,10,12
122,7.617267813628347,3.6888794541139363,2.302585092994046,2.8903717578961645,3.4965075614664802,3.6375861597263857,3.7612001156935624,0,5,5,4,11,3
123,7.616775808698373,2.9444389791664403,3.6635616461296463,2.995732273553991,3.970291913552122,2.6390573296152584,1.791759469228055,6,0,7,0,7,5
124,7.616283561580385,3.1354942159291497,3.6635616461296463,2.8903717578961645,4.007333185232471,3.912023005428146,3.6109179126442243,10,6,8,5,0,2
125,7.615791072035833,3.6375861597263857,1.3862943611198906,4.060443010546419,3.6888794541139363,3.295836866004329,4.07753744390572,13,2,14,14,17,0
126,7.615298339825815,2.70805020110221,3.6109179126442243,2.8903717578961645,3.4965075614664802,3.6888794541139363,1.791759469228055,6,0,7,0,7,5
